date,content,sentiment_result,polarity,subjectivity,sentiment
2022-12-16 11:00:20+00:00,     Slow movement around VIS corridor due to fuel queue and massive turning. Ojodu inward VIS is slow.      ,"{'polarity': -0.18125000000000002, 'subjectivity': 0.54375, 'sentiment': 'Negative'}",-0.18125000000000002,0.54375,Negative
2022-12-16 11:00:20+00:00,Slow movement from Grammar School inward Omole junction to connect Agidingbi due to high influx accessing Lateef Jakande Road.       ,"{'polarity': -0.08833333333333333, 'subjectivity': 0.4383333333333333, 'sentiment': 'Negative'}",-0.08833333333333333,0.4383333333333333,Negative
2022-12-16 11:00:21+00:00,Similarly it's slow from Chicken Republic Inward VIS due to fuel queue at NNPC and BOVAS filling station coupled with massive turning at VIS. Aside the above corridors experiencing busy movement all other axis remains good.      ,"{'polarity': -0.04374999999999998, 'subjectivity': 0.5125, 'sentiment': 'Negative'}",-0.04374999999999998,0.5125,Negative
2022-12-16 11:00:21+00:00,Impediment is still negative. Officers are very much on ground doing the needful.         ,"{'polarity': -0.01999999999999999, 'subjectivity': 0.33, 'sentiment': 'Negative'}",-0.01999999999999999,0.33,Negative
2022-12-16 11:05:23+00:00,  That the block is the heaviest and largest single part of an internal combustion engine in which other engine are attached?                          ,"{'polarity': -0.06547619047619048, 'subjectivity': 0.19642857142857142, 'sentiment': 'Negative'}",-0.06547619047619048,0.19642857142857142,Negative
2022-12-16 11:37:04+00:00,     Slow movement from Simpson bridge towards Osborne.  Osborne connecting Alfred Rewane to Falomo is busy due to Ikoyi Marriage Registry and Church of Assumption activities at Falomo r'abt.       ,"{'polarity': -0.10833333333333335, 'subjectivity': 0.35833333333333334, 'sentiment': 'Negative'}",-0.10833333333333335,0.35833333333333334,Negative
2022-12-16 11:37:04+00:00,Falomo r'abt inward Raymond Njoku on Awolowo Road is slow while it's busy towards Ribadu and Keffi respectively due to fuel queue.       ,"{'polarity': -0.10833333333333335, 'subjectivity': 0.35833333333333334, 'sentiment': 'Negative'}",-0.10833333333333335,0.35833333333333334,Negative
2022-12-16 11:37:05+00:00,"Descending Obalende bridge to P&amp;T is slow, likewise descending to Onikan r'abt due to influx from Ilubinrin.  Officers strategically positioned managing traffic.       ","{'polarity': -0.21250000000000002, 'subjectivity': 0.38749999999999996, 'sentiment': 'Negative'}",-0.21250000000000002,0.38749999999999996,Negative
2022-12-16 12:16:11+00:00,    There's a brokendown truck on of Mile12 bridge inw Kosofe with ignition problem. The traffic backlog is now at Weigh bridge.  Effort is on to take it off the road.         ,"{'polarity': 0.0, 'subjectivity': 0.0, 'sentiment': 'Neutral'}",0.0,0.0,Neutral
2022-12-16 14:35:42+00:00,     Broken down report of an empty truck on Iyanaipaja ayobo road at Alakara bus stop Outward to alagutan.  No one is sighted for now and the impediment has  occupied about half of the road.,"{'polarity': -0.20555555555555555, 'subjectivity': 0.3388888888888889, 'sentiment': 'Negative'}",-0.20555555555555555,0.3388888888888889,Negative
2022-12-16 14:35:42+00:00,It has a little effect on traffic for now. More updates shortly.            ,"{'polarity': 0.10416666666666667, 'subjectivity': 0.43333333333333335, 'sentiment': 'Positive'}",0.10416666666666667,0.43333333333333335,Positive
2022-12-16 15:33:15+00:00,      Cele inward journey to Ago roundabout is a slow moving traffic but the return journey is busy.  Cele to bridge inward journey Ijesha is busy likewise the return journey also.,"{'polarity': -0.03333333333333335, 'subjectivity': 0.3333333333333333, 'sentiment': 'Negative'}",-0.03333333333333335,0.3333333333333333,Negative
2022-12-16 15:33:16+00:00,The  inner part of Nwachukwu drive to connect Cele is a slow moving traffic likewise the return journey.  Ago palace road both inward and outward journey to Apple junction is a slow moving traffic.,"{'polarity': -0.20000000000000004, 'subjectivity': 0.3222222222222222, 'sentiment': 'Negative'}",-0.20000000000000004,0.3222222222222222,Negative
2022-12-16 15:33:16+00:00,Chemist inward journey to pako is good but the return journey is a slow moving traffic.  The inner part of Ire Akari to Osolo road is a slow moving traffic likewise the return journey.,"{'polarity': 0.024999999999999967, 'subjectivity': 0.39166666666666666, 'sentiment': 'Positive'}",0.024999999999999967,0.39166666666666666,Positive
2022-12-16 15:33:17+00:00,"Ibeh road, Apata inward journey to transformer junction to Ilasa under bridge is busy but the  return journey is a slow moving traffic.  The inner part of Abimola way inward journey to Limca junction is a slow moving traffic likewise the return journey.","{'polarity': -0.12500000000000003, 'subjectivity': 0.31666666666666665, 'sentiment': 'Negative'}",-0.12500000000000003,0.31666666666666665,Negative
2022-12-16 15:33:17+00:00,"Oke Afa, Pako, Kogberegbe, Ile Ibadan, ishaga college, Omonide, Aye limca junction inward journey to lastpotech round about is busy but the  return journey is a slow moving traffic.  Aye junction inward journey to Aswani is a slow moving traffic likewise the return journey.","{'polarity': -0.17500000000000002, 'subjectivity': 0.37499999999999994, 'sentiment': 'Negative'}",-0.17500000000000002,0.37499999999999994,Negative
2022-12-16 15:33:18+00:00,"Daleko bridge inward journey to palm avenue junction is a slow moving traffic likewise the return journey. Five star, iyana isolo inward journey to Ijesha express both on the main carriage way and service lane,","{'polarity': -0.0666666666666667, 'subjectivity': 0.36666666666666664, 'sentiment': 'Negative'}",-0.0666666666666667,0.36666666666666664,Negative
2022-12-16 15:33:18+00:00,the traffic is encouraging for now. No record of impediment for now. More updates shortly.             ,"{'polarity': 0.25, 'subjectivity': 0.4, 'sentiment': 'Positive'}",0.25,0.4,Positive
2022-12-16 16:01:14+00:00,     The stretch of this axis from Marwa down to Ajah is in good shape while there is a  slight delay connecting VGC from Ajah due to the reduced lanes by the fuel station occasioned by the,"{'polarity': 0.06319444444444444, 'subjectivity': 0.35763888888888895, 'sentiment': 'Positive'}",0.06319444444444444,0.35763888888888895,Positive
2022-12-16 16:01:15+00:00,queue and construction going on while it is a good movement immediately after VGC down to Ikate.   Ikate to ELF is good while it is a busy movement from ELF to Marwa due to the  infractions from pinnacle fuel station.,"{'polarity': 0.2438888888888889, 'subjectivity': 0.4327777777777778, 'sentiment': 'Positive'}",0.2438888888888889,0.4327777777777778,Positive
2022-12-16 16:01:15+00:00,"However, personnels are on ground at critical location doing what is expected of them. More updates shortly.           ","{'polarity': 0.1, 'subjectivity': 0.5, 'sentiment': 'Positive'}",0.1,0.5,Positive
2022-12-16 16:15:07+00:00,      Vehicular movement from Apakun inward International airport down to Nahco is good to go.  Movement from Nahco to Ajao junction and 7&amp;8 inward oshodi is good to go on the main carriage way but it is a slow,"{'polarity': 0.1851851851851852, 'subjectivity': 0.3703703703703704, 'sentiment': 'Positive'}",0.1851851851851852,0.3703703703703704,Positive
2022-12-16 16:15:08+00:00,moving traffic on the service lane towards Ajao gate down to Jesus house which is  due to the high influx and traffic light alternation at Jesus house  Movement from 7&amp;8 inward osolo-way down to Asa-afariogun intersection is a slow moving traffic.,"{'polarity': -0.029351851851851855, 'subjectivity': 0.4321296296296296, 'sentiment': 'Negative'}",-0.029351851851851855,0.4321296296296296,Negative
2022-12-16 16:15:08+00:00,Traffic inward Aswani and Aye is a slow and steady moving traffic due to the high volumes of vehicles.  Movement from Aye inward Aswani to Asa-Afariogun intersection is a slow moving traffic.,"{'polarity': -0.07966666666666669, 'subjectivity': 0.44299999999999995, 'sentiment': 'Negative'}",-0.07966666666666669,0.44299999999999995,Negative
2022-12-16 16:15:09+00:00,"Musiliu Akinsoya junction and 7&amp;8 is a slow  moving traffic due to the alternation at the junctions.  Movement from Asa-afariogun intersection to Jesus house is a slow moving traffic, also a slow moving traffic from Eleganzer enroute  Ajibade babatola,","{'polarity': -0.25625000000000003, 'subjectivity': 0.39374999999999993, 'sentiment': 'Negative'}",-0.25625000000000003,0.39374999999999993,Negative
2022-12-16 16:15:09+00:00,caneo and to connect DEPO/NNPC road.  Traffic is a bit slow along acquarite and the tricycle Park junction and also the  commercial activities and alternation at caneo roundabout is slowing down movement while from mubostic inward caneo is,"{'polarity': -0.15185185185185188, 'subjectivity': 0.22962962962962963, 'sentiment': 'Negative'}",-0.15185185185185188,0.22962962962962963,Negative
2022-12-16 16:15:10+00:00,appreciable but slow moving traffic at  caneo roundabout due to the alternation.          ,"{'polarity': -0.21250000000000002, 'subjectivity': 0.38749999999999996, 'sentiment': 'Negative'}",-0.21250000000000002,0.38749999999999996,Negative
2022-12-16 16:16:31+00:00,    Movement from Alhaji Lookman Atobajeun and swimming pool is appreciable.  Movement from Hollandia way to Eleganzer enroute Jesus house to connect Osolo-way is a steady moving traffic.,"{'polarity': 0.16666666666666666, 'subjectivity': 0.5, 'sentiment': 'Positive'}",0.16666666666666666,0.5,Positive
2022-12-16 16:16:32+00:00,No record of Impediment is for now.           ,"{'polarity': 0.0, 'subjectivity': 0.0, 'sentiment': 'Neutral'}",0.0,0.0,Neutral
2022-12-16 16:23:35+00:00,      Better movement from Sabo roundabout inward Alaka while the  return trip is a bit slow due to the alternation.  Traffic movement from Alaka inward Itamaga is god to go but slow when approaching itamaga interchange due to the alternation,"{'polarity': -0.05833333333333335, 'subjectivity': 0.3416666666666666, 'sentiment': 'Negative'}",-0.05833333333333335,0.3416666666666666,Negative
2022-12-16 16:23:35+00:00,"while the return  journey is okay.  Slow movement from Itamaga down to LASUSTECH third gate occasioned by the bumps in front of the gate.  Good movement from LASUSTECH gate down to Maya, Adamo,","{'polarity': 0.09814814814814814, 'subjectivity': 0.3462962962962963, 'sentiment': 'Positive'}",0.09814814814814814,0.3462962962962963,Positive
2022-12-16 16:23:36+00:00,Isiwu to connect Imota and Agbowa while the return journey is encouraging except at LASUSTECH gate where we have a slow movement due to the bumps.,"{'polarity': -0.21250000000000002, 'subjectivity': 0.38749999999999996, 'sentiment': 'Negative'}",-0.21250000000000002,0.38749999999999996,Negative
2022-12-16 16:23:37+00:00,Traffic from Itamaga by the traffic light  at ijede through Elepe and Igbodu both inward and outward are in a good traffic situation.  No record of impediment for now.            ,"{'polarity': 0.55, 'subjectivity': 0.65, 'sentiment': 'Positive'}",0.55,0.65,Positive
2022-12-16 16:27:44+00:00,      Broken down report of a  truck at Alamutu junction inward fagba junction. The effect on traffic is yet to be ascertained. ,"{'polarity': -0.2777777777777778, 'subjectivity': 0.34444444444444444, 'sentiment': 'Negative'}",-0.2777777777777778,0.34444444444444444,Negative
2022-12-16 16:27:45+00:00,Effort is ongoing to get it  evacuated. More updates shortly.            ,"{'polarity': 0.25, 'subjectivity': 0.4, 'sentiment': 'Positive'}",0.25,0.4,Positive
2022-12-16 16:35:36+00:00,"      Movement from Otedola to Enyo filling station, Oando filling station is a slow moving traffic.  From Oando filling station to Berger bus stop to connect Kara is looking good and the return jounery from kara into lagos is good to go.","{'polarity': 0.36666666666666664, 'subjectivity': 0.5333333333333333, 'sentiment': 'Positive'}",0.36666666666666664,0.5333333333333333,Positive
2022-12-16 16:35:37+00:00,"Isheri Olowora, River valley, Kosoko is steady but approaching VIS, Bovis filling station is slow.  Steady movement to Omole junctionn is slow due to the slow moving traffic into Agidigbi.  Better movement to Afeez busstop, slow movement to Excellence hotel.","{'polarity': -0.05462962962962966, 'subjectivity': 0.38611111111111107, 'sentiment': 'Negative'}",-0.05462962962962966,0.38611111111111107,Negative
2022-12-16 16:35:38+00:00,"Good movement to Area G, slow to Ogba, better movement to Caterpillar, Approaching Odo eran is slow.  Good movement to Wemco, the return journey from Wenco to Odo eran is a slow moving traffic due to the slow movement to Agege.","{'polarity': 0.06388888888888886, 'subjectivity': 0.4083333333333333, 'sentiment': 'Positive'}",0.06388888888888886,0.4083333333333333,Positive
2022-12-16 16:35:38+00:00,"Better movement to Caterpillar, slow movement to Ogba due to the busstop activities and vehicle going towards Thomas salako.  Good movement to Excellence hotel asides the  alternation.  Better movement to Omole junction asides the alternation.","{'polarity': 0.255, 'subjectivity': 0.475, 'sentiment': 'Positive'}",0.255,0.475,Positive
2022-12-16 16:35:52+00:00,"Steady movement to VIS, good movement to Kosoko, River valley to Isheri Olowora.   Officers are on ground doing the needful.            ","{'polarity': 0.4333333333333333, 'subjectivity': 0.55, 'sentiment': 'Positive'}",0.4333333333333333,0.55,Positive
2022-12-16 16:40:53+00:00,     Traffic is getting busy at Major intersections within the zone.   Charity and Oja Oba intersection is now busy due to the close hour rush.   Charity Inward Abule egba is very appreciable at this moment.,"{'polarity': 0.0675, 'subjectivity': 0.35500000000000004, 'sentiment': 'Positive'}",0.0675,0.35500000000000004,Positive
2022-12-16 16:40:53+00:00,The stretch of Abule egba-Ajegunle corridor both on the  inward and outward journey is good to go asides the slight delays by the  U-turn.  Meiran inward toll gate is busy due to the bad road and turning activities.,"{'polarity': -0.03833333333333331, 'subjectivity': 0.4216666666666667, 'sentiment': 'Negative'}",-0.03833333333333331,0.4216666666666667,Negative
2022-12-16 16:40:54+00:00,Super connecting Ilepo is equally busy due to the nature of the road coupled with the commercial activities while the return back to Oja Oba is calm.   The only impediment within the location is the one still at Kola inward toll gate yet to be evacuated.,"{'polarity': 0.08690476190476192, 'subjectivity': 0.4416666666666667, 'sentiment': 'Positive'}",0.08690476190476192,0.4416666666666667,Positive
2022-12-16 16:40:54+00:00,Adequate structure is in place while officers are very much on ground doing the needful. More updates shortly.            ,"{'polarity': 0.2733333333333333, 'subjectivity': 0.34833333333333333, 'sentiment': 'Positive'}",0.2733333333333333,0.34833333333333333,Positive
2022-12-16 16:46:03+00:00,      Movement of traffic from under bridge enroute Ado road is good same as the  return journey is  good.  Under bridge stretch down to Abraham Adesanya towards Ogidan is good. ,"{'polarity': 0.38888888888888884, 'subjectivity': 0.4427777777777779, 'sentiment': 'Positive'}",0.38888888888888884,0.4427777777777779,Positive
2022-12-16 16:46:03+00:00,"Slow moving traffic from Ogidan to ShopRite is slow due to the alternation.  From ShopRite stretch to Majek, Awoyaya towards Eleko to T-junction is good to go. The return journey from T-junction enroute Eleko towards Awoyaya to crown estate is in good shape.","{'polarity': 0.13499999999999995, 'subjectivity': 0.475, 'sentiment': 'Positive'}",0.13499999999999995,0.475,Positive
2022-12-16 16:46:04+00:00,After Crown estate to ShopRite is a bit slow due to the alternation.  From ShopRite towards Ogidan to under bridge is good.,"{'polarity': 0.09166666666666663, 'subjectivity': 0.4583333333333333, 'sentiment': 'Positive'}",0.09166666666666663,0.4583333333333333,Positive
2022-12-16 16:46:04+00:00,No record of impediment at the moment. Officers are on ground doing the needful. More updates shortly.            ,"{'polarity': 0.25, 'subjectivity': 0.4, 'sentiment': 'Positive'}",0.25,0.4,Positive
2022-12-16 16:49:43+00:00,"      Report of a broken down tipper truck loaded with stones at Osapa bridge inward Ajah.   This impediment is occupying a major part of the road, It has a major effect on traffic for now. ","{'polarity': -0.1076388888888889, 'subjectivity': 0.4222222222222222, 'sentiment': 'Negative'}",-0.1076388888888889,0.4222222222222222,Negative
2022-12-16 16:49:44+00:00,"However,  Effort is ongoing to get the truck evacuated. More updates shortly.            ","{'polarity': 0.25, 'subjectivity': 0.4, 'sentiment': 'Positive'}",0.25,0.4,Positive
2022-12-16 16:56:36+00:00,     Movement from Nitel inward total is a steady moving traffic while the return journey is good to go.   Total enroute Isokoko connecting national is on a steady movement.  Shofunde inward Agbotikuyo towards Alagba is a steady movement,"{'polarity': 0.19999999999999998, 'subjectivity': 0.6, 'sentiment': 'Positive'}",0.19999999999999998,0.6,Positive
2022-12-16 16:56:36+00:00,"likewise the return journey.  Oniwaya road inward Dopemu is good to go, same as the return journey.  Capitol road connecting national is on a good movement. However, National inward Akanni Doherthy road connecting Guinness is slow moving one.","{'polarity': 0.27499999999999997, 'subjectivity': 0.43125, 'sentiment': 'Positive'}",0.27499999999999997,0.43125,Positive
2022-12-16 16:56:37+00:00,"The return journey back to Oniwaya via national is a free flow, mangoro Ashade inward Akanni doherty is also a slow moving one.   Dangote U- turn inward Ikeja on Oba Akran road is in a good shape. The return journey back to Mobil Ashade is slow.","{'polarity': 0.08333333333333331, 'subjectivity': 0.3666666666666667, 'sentiment': 'Positive'}",0.08333333333333331,0.3666666666666667,Positive
2022-12-16 16:56:37+00:00,Mobil Ashade inward Oba Akran is in good shape .  Moshalasi Alhaja connecting Pen cinema under bridge is on a good movement.  Mobil Ashade inward marketing is good to go same as the traffic  on the return journey.   Marketing inward and outward,"{'polarity': 0.5249999999999999, 'subjectivity': 0.48125000000000007, 'sentiment': 'Positive'}",0.5249999999999999,0.48125000000000007,Positive
2022-12-16 16:56:38+00:00,"stadium road connecting maternity is on a good movement.  Marketing inward odo Eran is good to go, Odo Eran inward Chemiron junction, metal box road connecting Acme is a steady movement same as the return journey.  Acme road inward first gate through fumec is a steady movement,","{'polarity': 0.33055555555555555, 'subjectivity': 0.4430555555555556, 'sentiment': 'Positive'}",0.33055555555555555,0.4430555555555556,Positive
2022-12-16 16:56:39+00:00,the return journey is good to go.  Fumec inward and outward Adeniyi Jones is good to go.  Adequate structure is on ground.  No record of impediment at the moment.            ,"{'polarity': 0.5777777777777777, 'subjectivity': 0.5111111111111112, 'sentiment': 'Positive'}",0.5777777777777777,0.5111111111111112,Positive
2022-12-16 16:58:13+00:00,     This earlier reported  break down  at alamutu junction is finally off the location. Drive Safely.   ,"{'polarity': 0.08611111111111111, 'subjectivity': 0.5722222222222222, 'sentiment': 'Positive'}",0.08611111111111111,0.5722222222222222,Positive
2022-12-16 17:06:22+00:00,  How will you rate the response of   Officers to accident/breakdown scenes?   ,"{'polarity': 0.0, 'subjectivity': 0.0, 'sentiment': 'Neutral'}",0.0,0.0,Neutral
2022-12-16 17:21:17+00:00,       Movement from McWen bridge inward Bonny Camp is steady at this hour.   Movement on Ahmadu Bello way is slow at Odeku intersection due to alternation. Further movement from  Eko Atlantic to,"{'polarity': 0.008333333333333326, 'subjectivity': 0.5349999999999999, 'sentiment': 'Positive'}",0.008333333333333326,0.5349999999999999,Positive
2022-12-16 17:21:32+00:00,Eko Hotel is good but gets busy due to commercial buses activities and alternation delays.  Bonny Camp  linking Ozumba Mbadiwe was is good but gets slow at alternation points. Oniru Sandfill throught  Toll Gate  to Lekki intersection is a  moving traffic.,"{'polarity': 0.1964285714285714, 'subjectivity': 0.4535714285714286, 'sentiment': 'Positive'}",0.1964285714285714,0.4535714285714286,Positive
2022-12-16 17:21:48+00:00,Upward Marwa is good  but gets busy at the intersection due to alternation delays.         ,"{'polarity': 0.22499999999999998, 'subjectivity': 0.42500000000000004, 'sentiment': 'Positive'}",0.22499999999999998,0.42500000000000004,Positive
2022-12-16 17:26:12+00:00,"       Movement is busy but moving all the way from Iyana School down to Owode Onirin and Weigh bridge, due to the closing time activities at  Owode market. Leaving Weigh bridge to Idera,  Irawo, Thomas, Ajegunle down to Odo Ogun is good.","{'polarity': 0.07277777777777776, 'subjectivity': 0.3705555555555556, 'sentiment': 'Positive'}",0.07277777777777776,0.3705555555555556,Positive
2022-12-16 17:26:34+00:00,"RJ from Odo Ogun down to Idera is good, while from Idera down to Owode Onirin is a little bit busy but moving.  Proceeding from Owode Onirin to Owode Elede  and Mile 12 is good. Ascending and descending Mile 12 bridge inward Kosofe down to Mile 12 is also good.   ","{'polarity': 0.19322916666666662, 'subjectivity': 0.4333333333333334, 'sentiment': 'Positive'}",0.19322916666666662,0.4333333333333334,Positive
2022-12-16 17:30:37+00:00,        Ijora Oloopa through the High bridge inward Total is busy.  Sifax to 7up bridge is also busy with influx of Tankers inward Total.  Movement out of Apapa through Marine bridge is steady.          ,"{'polarity': 0.08777777777777777, 'subjectivity': 0.5233333333333333, 'sentiment': 'Positive'}",0.08777777777777777,0.5233333333333333,Positive
2022-12-16 17:37:35+00:00,"      There is free flow of traffic on all the corridors connecting Ekoro intersection.  Movement at Command is busy inward Dog Center, but free inward Gospel, Ikanla, Oju odo upto Adefemi.","{'polarity': 0.2, 'subjectivity': 0.5, 'sentiment': 'Positive'}",0.2,0.5,Positive
2022-12-16 17:37:57+00:00,"Movement inward Oluwaga is steady, same as movement inward Amule,  Megida and Ayobo round about.   Movement at Ishefun road is steady towards Megida. Traffic  inward Amule, Oluwaga is also steady at this hour.          ","{'polarity': 0.059999999999999984, 'subjectivity': 0.40499999999999997, 'sentiment': 'Positive'}",0.059999999999999984,0.40499999999999997,Positive
2022-12-16 17:55:14+00:00,"      Pleasure inward Danco, Iyanaipaja overhead bridge, Araromi, Adealu, Goye, Pako to Dopemu is a moving traffic. The return jurney from Dopemu to Araromi is fast moving.  Movement to Iyanaipaja pedistrian bridge is a moving traffic.","{'polarity': 0.2, 'subjectivity': 0.6, 'sentiment': 'Positive'}",0.2,0.6,Positive
2022-12-16 17:55:50+00:00,"Movt en-route Pleasure is good.  Express and Alagba inward Iyanaipaja roundabout is steadily moving. Proceeding to Moshalasi is good to go, with little delay at Kokomo intersection. Movt to Qater, GTB, Pako and Federal is gppd.  Steady moving traffic from there to Abesan R/bout","{'polarity': 0.30916666666666665, 'subjectivity': 0.54, 'sentiment': 'Positive'}",0.30916666666666665,0.54,Positive
2022-12-16 17:56:02+00:00,"Movement outwards Abule Egun is a moving traffic.  Return jurney from Abule Egun, down to Abesan Roundabout is a moving traffic.  Proceeding to Akinogun, Water is good. Inwards Moshalasi roundabout is a steady moving traffic, due to the traffic light alternation.","{'polarity': 0.19722222222222222, 'subjectivity': 0.4927777777777778, 'sentiment': 'Positive'}",0.19722222222222222,0.4927777777777778,Positive
2022-12-16 17:56:19+00:00,"Movement en-route Alagutan is a moving traffic. Proceeding  to Iyanaipaja roundabout is a steady flow.  Movement to express and Alagba is fast paced.   Moshalasi roundabout to Church, Ponle, Adaba, Banire, Mokola is good.","{'polarity': 0.35555555555555557, 'subjectivity': 0.5666666666666668, 'sentiment': 'Positive'}",0.35555555555555557,0.5666666666666668,Positive
2022-12-16 17:56:32+00:00,"Steady movement proceeding to Egbeda intersection down to Egbeda bus stop. Movement inwards  Okunola, Olugbede, Orelope, Ile Epo Alhaji, Celiat, Carwash, Baba Oba, Abule Odu, Power line, Pako to isheri is good.","{'polarity': 0.23703703703703702, 'subjectivity': 0.462962962962963, 'sentiment': 'Positive'}",0.23703703703703702,0.462962962962963,Positive
2022-12-16 17:56:44+00:00,"Return journey from Isheri roundabout inward Celiat, Ile Epo Alhaji, Olugbede is a fast paced.  Journeying to  Okunola, Egbeda intersection is  steady. Proceeding to  Banire, Adaba, Church is good to go. Connecting Moshalasi roundabout is a steady moving traffic.","{'polarity': 0.30833333333333335, 'subjectivity': 0.55, 'sentiment': 'Positive'}",0.30833333333333335,0.55,Positive
